[INFO] [1776691607.771806069] [tag_localization]: tag_localization started
[INFO] [1776691607.772639344] [tag_localization]: detections_topic=/aruco/detections_json
[INFO] [1776693012.650379671] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693012.960611965] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693013.600352199] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693014.135233866] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693014.731804429] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693015.282734981] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693015.656880457] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693015.954978000] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693016.416692111] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693016.782252242] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.411, y=-0.078, yaw=125.7 deg
[INFO] [1776693017.214141338] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693017.537465996] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693017.886798839] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693018.188600013] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693018.845325484] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693019.328042327] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693019.679583234] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.400, y=-0.083, yaw=124.8 deg
[INFO] [1776693020.420478898] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693020.799629224] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693021.202209710] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693021.660529197] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693021.984275689] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693022.693111036] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.400, y=-0.083, yaw=124.8 deg
[INFO] [1776693023.320890807] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.400, y=-0.083, yaw=124.8 deg
[INFO] [1776693023.755673117] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.411, y=-0.078, yaw=125.7 deg
[INFO] [1776693024.111836097] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693024.414313476] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693024.863029791] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693025.218514628] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693025.526705516] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.400, y=-0.083, yaw=124.8 deg
[INFO] [1776693025.853836976] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693026.200454451] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693026.559116476] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693027.031266936] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693027.348309133] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.411, y=-0.078, yaw=125.7 deg
[INFO] [1776693027.720301853] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693028.154323152] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693028.472936379] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693028.841932281] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693029.205275731] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693029.546006811] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693030.039206632] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.399, y=-0.083, yaw=124.7 deg
[INFO] [1776693030.706774161] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.401, y=-0.083, yaw=124.8 deg
[INFO] [1776693031.048112147] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.400, y=-0.083, yaw=124.8 deg
[INFO] [1776693031.453508611] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693031.752625308] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693032.069789248] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693032.379149357] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693032.725556616] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693033.180720352] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693033.588185901] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693034.016431716] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693034.358695441] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693034.916854853] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693035.473080997] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693035.769529062] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693036.118130090] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693036.910579952] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693037.256507383] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693037.917007457] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693038.465703235] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693038.949627668] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693039.273132435] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693039.647965539] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693039.963405383] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693040.282065340] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693040.748506122] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693041.112767428] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693041.507282511] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693041.928801830] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693042.338635764] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693042.903903558] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693043.288389118] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693043.593694125] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693043.997629867] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693044.327404106] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693044.749895387] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693045.200707843] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693045.781879839] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693046.086174354] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693046.416776961] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693046.896613274] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693047.283952935] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693047.704587450] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693048.095571111] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693049.164538741] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693049.510465311] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693049.861449301] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693050.168901284] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693050.570169397] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693050.998889023] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693051.395828973] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693052.179656220] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693052.554184763] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693052.896668871] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693053.197643629] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693053.506313423] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693054.018589863] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693054.397858254] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693054.874737721] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693055.343129323] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693055.790358510] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693056.187656852] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693056.567504094] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693056.989574018] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693057.310703568] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693057.772181484] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693058.144656893] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693058.558245879] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693058.914579442] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693059.480388736] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693059.798991560] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693060.248049650] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693060.743556106] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693061.049415178] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693061.353491037] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693061.672736840] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693062.053642267] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693062.443604483] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693063.052479996] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693063.436035263] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693063.752857468] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693064.181773087] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693064.555434237] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693064.932753906] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693065.270424010] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693065.654436629] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693065.993801188] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693066.379170078] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693066.687807956] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693067.043430714] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693067.365694821] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693067.699911556] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693068.059923126] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693068.381605626] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693068.681171105] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693069.000964651] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693069.309897733] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693069.750331708] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693070.097110845] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693070.404342732] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693070.851767952] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693071.159824724] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693071.497508796] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693071.974800481] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693072.499053402] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693072.867487621] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693073.169639423] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693073.492419069] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693073.921932731] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693074.263108658] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693074.592529717] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693074.902434927] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693075.326900911] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693075.850245414] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693076.270735326] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693076.843534366] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693077.214984351] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693078.896113566] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693079.335769629] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693079.662341520] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693080.234471919] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693080.624695964] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693081.629766387] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693082.073240989] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693082.416525689] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693082.757299921] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693083.520518617] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693084.658857603] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693085.277404338] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693085.756231957] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693086.148141498] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693086.496005679] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693086.958048325] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693087.391719794] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693087.785004885] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693088.238329241] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693088.586167868] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693089.135168909] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693089.538549490] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693090.032384040] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693090.703767304] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693091.006583873] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.384, y=-0.079, yaw=123.5 deg
[INFO] [1776693091.375432475] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693091.732849132] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.385, y=-0.082, yaw=123.6 deg
[INFO] [1776693092.076656522] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
[INFO] [1776693092.387878015] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.403, y=-0.072, yaw=124.8 deg
[INFO] [1776693092.758417702] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.075, yaw=124.9 deg
