[INFO] [1776691607.771806069] [tag_localization]: tag_localization started
[INFO] [1776691607.772639344] [tag_localization]: detections_topic=/aruco/detections_json
[INFO] [1776692715.284449780] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692715.629865137] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692715.939452283] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692716.500170427] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692717.278935563] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692718.570701766] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692718.935692177] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692719.639312808] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692720.125519627] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692720.451449182] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692720.798477241] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692721.348937939] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692722.038302735] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692722.384619967] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692722.686884481] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692723.084098077] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692723.511032016] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692724.169181542] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692724.484438851] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692724.977600601] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692725.447689102] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692725.760454001] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692726.061734673] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692726.990647042] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692728.235245855] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692729.144674811] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692729.465503520] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692730.677936685] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692732.123768437] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692732.597543652] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692733.295917169] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692733.698947582] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692735.131010008] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692736.081345859] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692736.404664581] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692737.261929079] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692737.939600713] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692738.256509808] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692738.974589651] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692739.468236503] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692740.245422613] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692740.985112186] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692741.305945521] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692742.741221547] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692743.209110114] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692743.739463314] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692744.161242116] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692745.028531989] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692745.387116442] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692746.564472466] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692746.885708214] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692747.649406556] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692748.061790474] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692748.499209377] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692749.288437797] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692750.932889814] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692751.601995665] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692752.133398488] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692753.140799758] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692753.580835914] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692753.908136339] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692754.384966504] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692754.743544395] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692755.748343894] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692756.371247824] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692757.529964397] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692758.648482061] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692758.988335826] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692759.435483655] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692759.968940964] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692760.446502025] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692761.167640618] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692762.922714071] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692763.935532390] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692764.680984426] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692765.022714059] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692765.406917392] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692766.709732155] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692767.122315085] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692768.306331747] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692769.149518269] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692769.757354003] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692770.177716597] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692770.635395921] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692771.203271407] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692771.655908355] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692772.896976245] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692773.453061730] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692773.836123008] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692774.700059910] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692775.189654429] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692775.564980476] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692775.897823008] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692776.290959010] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692776.597766100] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692776.946867114] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692777.646876782] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692778.220323955] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692778.555785087] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692778.885541992] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692779.339648908] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692779.839269230] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692780.145121681] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692780.592613896] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692781.238704771] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692781.825322154] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692782.191869705] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692782.482928263] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692782.979984105] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692783.431507932] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692783.972884652] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692784.379964586] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692784.808421620] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692785.138776826] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692785.573174051] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692786.204884538] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692786.929144388] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692787.378091588] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692787.772710912] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692788.703880606] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692789.021255058] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692789.967449300] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692790.298808100] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692790.728772228] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692791.763008587] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692792.324765413] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692793.056799809] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692793.394233226] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692793.848847312] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692794.165630550] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692794.565913094] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692794.943998800] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692795.963797831] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692796.313942014] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692797.155113376] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692797.976626113] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692798.674169850] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692799.394991475] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692799.944466126] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692800.626926398] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692801.178679039] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692801.786502975] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692802.491361866] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692804.043738013] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692804.900974846] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692805.377464198] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692805.790591222] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692806.110377402] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692807.074682769] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692807.875462448] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692808.358379268] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692809.259764718] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692810.323392112] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692810.681213713] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692811.047508415] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692811.496249711] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692812.861264423] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692813.487351931] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692814.073789588] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692814.443187037] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692815.632839985] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692816.777201618] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692817.036508389] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692817.425983859] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692817.788120038] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692818.269339496] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692818.704427380] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692819.063153301] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692819.658284014] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692820.028225411] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692821.008150424] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692821.626758714] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692824.302988466] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692824.744607619] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692825.078559315] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692825.485944919] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692825.883518985] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692826.274228590] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692827.743773587] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692828.159532055] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692828.892278005] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692829.228935339] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692829.651508327] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692831.174462565] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692832.423789715] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692833.224434595] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692834.180176989] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
[INFO] [1776692834.986001345] [tag_localization]: selected=Blue_far | visible=['Blue_far'] | bot_pose: x=2.404, y=-0.076, yaw=124.9 deg
